1,-2.302585093,5.714062784,7.900303101,1
2,-2.302585093,5.707442435,6.980168959,1
3,-2.302585093,5.707442435,7.713829278,1
4,-2.302585093,5.720639592,8.0777886,1
5,-2.302585093,5.707442435,7.229911239,1
6,-2.302585093,5.707442435,7.826881986,1
7,-2.302585093,5.564903476,8.735702019,1
8,-2.302585093,5.774862056,5.595083058,1
9,-2.302585093,5.777961873,5.598792261,1
10,-2.302585093,5.799395639,5.624378452,1
11,5.762365799,5.811440349,5.638710478,1
12,-2.302585093,5.56872611,7.839564967,1
13,1.62924054,5.808442745,5.631570141,1
14,-2.302585093,5.752890049,7.900303101,1
15,1.960094784,5.768633447,5.583872178,1
16,-2.302585093,5.53772789,7.574096365,1
17,-2.302585093,5.733664849,8.0777886,1
18,-2.302585093,5.727173427,7.900303101,1
19,-2.302585093,5.720639592,7.826881986,1
20,-2.302585093,5.720639592,7.713829278,1
21,-2.302585093,5.720639592,6.980168959,1
22,1.808288771,-2.302585093,-2.302585093,0
23,-2.302585093,5.720639592,7.229911239,1
24,3.261935314,5.808442745,5.617134668,1
25,-2.302585093,5.817408735,5.627980761,1
26,-2.302585093,5.826295049,5.638710478,1
27,-2.302585093,5.811440349,5.620763119,1
28,-2.302585093,5.817408735,5.627980761,1
29,-2.302585093,5.583872178,8.523592671,1
30,-2.302585093,5.606169646,8.176700885,1
31,-2.302585093,5.541655625,10.40786543,1
32,-2.302585093,5.736894826,8.0777886,1
33,-2.302585093,5.723911846,7.229911239,1
34,-2.302585093,5.730424406,7.900303101,1
35,-2.302585093,5.723911846,6.980168959,1
36,-2.302585093,5.723911846,7.826881986,1
37,-2.302585093,5.723911846,7.713829278,1
38,-2.302585093,5.53772789,8.623731014,1
39,-2.302585093,5.733664849,8.0777886,1
40,-2.302585093,5.720639592,7.229911239,1
41,-2.302585093,5.727173427,7.900303101,1
42,-2.302585093,5.720639592,6.980168959,1
43,-2.302585093,5.720639592,7.826881986,1
44,-2.302585093,5.720639592,7.713829278,1
45,-2.302585093,5.710758088,7.826881986,1
46,-2.302585093,5.710758088,7.713829278,1
47,-2.302585093,5.710758088,6.980168959,1
48,-2.302585093,5.717356595,7.900303101,1
49,-2.302585093,5.710758088,7.229911239,1
50,-2.302585093,5.723911846,8.0777886,1
51,-2.302585093,5.525851266,7.42541748,1
52,-2.302585093,5.714062784,8.0777886,1
53,-2.302585093,5.513831891,8.548517425,1
54,-2.302585093,5.700777966,7.229911239,1
55,-2.302585093,5.707442435,7.900303101,1
56,-2.302585093,5.700777966,7.826881986,1
57,-2.302585093,5.700777966,7.713829278,1
58,-2.302585093,5.700777966,6.980168959,1
59,-2.302585093,5.561066172,8.958038313,1
60,-2.302585093,5.746522628,7.900303101,1
61,-2.302585093,5.576327819,9.480069755,1
62,0.09531018,5.545567993,9.151449871,1
63,-2.302585093,5.756058619,7.900303101,1
64,-2.302585093,5.572534188,6.959493474,1
